isValid,review
1,买了两件 一件女款一件男款 女款的字母是带小亮片 不知道会不会掉～～～
1,和老公一起买的，我的可以穿，男士的却大了点，还是挺喜欢的
-1,衣衣很舒服，面料柔软，价格超值，还有客服兔子的态度特别的好感谢
-1,不说不好就是好。京东购物数年，基本满意。不说不好就是好。京东购物数年，基本满意。
-1,衣服收到了，物流很快，大小合适，是正品，下次还会来。
-1,衣服收到了，物流很快，大小合适，是正品，下次还会来。
-1,很好，还是蛮喜欢这件衣服的。。感觉也挺洋气的
-1,很好很好，比专卖店还好，很满意，哈哈哈哈哈哈，哈哈哈哈，以后会经常买。开心。
-1,给女儿买的，衣服很合身下一次还光顾物流快给力
-1,京东购物就是方便，自家用还是送朋友都很方便，直接买了就送到家门口，东西又好又划算，重点是很京东到家很好，我们这里的京东快递员服务很好。
-1,衣服质量很好，也没有异味，物流速度也快，很满意的一次购物
-1,宝贝真的很好就是小了一点我要求换货服务也很好下次再去购买
-1,森?一直是喜欢的品牌，衣服质量很好，大小合适，款式新颖，物流很快。
-1,衣服非常完美，喜欢白色，穿着也好看，面料柔软舒适，是我理想中的样子，洗过的也不缩水，很不错，快递员也十分辛苦，谢谢您了！价格非常合理，比专卖店便宜，下次继续关注。
-1,森马的忠实粉丝，经常搞些活动，这样就更好了，快递小哥服务态度很好，物流很快。
-1,好好好好好好好好好好好好好好好好好好好好好好好好好
-1,最满意的一次购物，布料与手工相映生辉，再次购买时认定你了。
-1,品牌的东西就是不一样。老婆试了一下，很好。然后就洗了。等干了就上身了。
-1,东西不错，穿的也挺舒服，质料也很好?，下次还会光顾的！
-1,穿过了也洗过了，不企求，还掉色，是纯棉的。这次购物很满意
-1,款型很好，做工细腻，穿着非常舒服，，好评！
-1,上身效果非常好，也很好看，布料了很好，值得买，还想给弟弟买一件
-1,宝贝还不错，码号买的刚刚好！不大不小&hellip;&hellip;喜欢
-1,东西收到了，是正品，京东值得信赖，一直来京东购物，支持京东，马上双十一了，希望京东有活动，以后还来京东
1,衣服不错，就是这次的物流，不敢恭维，这个收到了，另外还有个包裹，还没到，就冲物流快买的，这次物流太慢了
-1,昨天半夜下的单，下午京东快递员给我打电话的时候我还愣了一下，没想到这么大就到了，大喜。试了一下，衣服很合身，面料也很舒服，真的很满意
-1,衣服质量很好，快递也很快，客服【兔子】推荐的尺码正合适  很好
-1,满意满意很满意！本来想再买一件的，怎么涨价啦！这么快的
-1,极其完美，我发现我是点高啊，每次京东的购物都十分愉快。。。宝贝极其喜欢呢。。
-1,换手机见到你不想见你息怒就死机手机点击你撒
-1,比想象中的好，一直在他家买东西，比实体店便宜多了！
-1,活动时候买的，超划算，还想买，却没活动了！
-1,宝贝很好，穿着很合适，超爱，棒棒哒！快递小哥服务态度很好，很赞！
1,之前衣服买的太小，换一件大号，客服直接不搭理，差差差
-1,质量很好，很便宜。在京东买过很多东西最满意的一次购物。快递员服务非常好！给赞
1,158，53略大。第一次洗掉毛，不知道以后会不会。英文字母是亮片装饰，还能接受。还OK。
-1,灰常好 换号也快！赞赞赞！物美价廉的店铺！！
-1,很好，喜欢，大小合适，价格比实体店便宜，快递也很及时
1,衣服不错，女儿穿着很合适。只是，换货让换个地址，因为女儿已经开学走了，也没给换，又邮回到我这里，我还得再给女儿发过去。
-1,衣服不错，女儿穿着很合适，挺喜欢的又买了三件。
-1,给闺女买的还不知道喜不喜欢呢，不过快递小哥很给力给个赞，最满意的一次购买
-1,衣服大小挺合适的，就是物流有点慢，衣服质量挺好。
-1,现在所有东西都在京东买了。东西好价格好服务也好。方便了我的生活。
-1,现在所有东西都在京东买了。东西好价格好服务也好。方便了我的生活。
-1,现在所有东西都在京东买了。东西好价格好服务也好。方便了我的生活。
-1,东西收到了，还不错，手感挺好的，实物与图片相符，以后在来。
-1,挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的
1,衣服质量很好，这个价格真的是很开心！女儿穿上好看，165，96斤，M码合适！
-1,不好意思！这么长时间才来评价，衣服很好孩子很喜欢
1,东西与图片相符，物流一也比较快。衣服穿着不好前身老往后身去领子勒脖子
-1,衣服质量特别好，相信森马一定没问题。下次会回来的。好评
-1,好漂亮的卫衣，而且价格便宜，是棉的，看了一下，还有男款，像给老公也买一件凑成情侣衣，
-1,我先不说东西，你他么的生日都过完两天了，才送来，有他么什么意思&hellip;&hellip;差评，你们事怎么给我说的，23号买的，25号发货，中间的24号让你们吃了？没下次了，滚吧，垃圾店&hellip;&hellip;
-1,质量不错物有所值值得购买，很满意，下次还会光顾！
-1,好好好好好好好好好好好好好好好好好好好好的好的好的好的好的好的好的好的好的好的好的好的好的
-1,衣服早收到了，到现在才来评价，不好意思哦！衣服质量挺好的。下次还会光顾的。
1,"1、做工尚可，没有线头，针脚均匀;
2、没有褪色现象，没有异味;
3、透气舒适;
4、米奇的图案是油漆喷涂制作，多次冼涤后会掉漆、粘连反应;
5、英文字母镶的亮片造至衣服档次速降;
6、袖子上的拼接处接合凸起太大，和手臂皮肤摩擦产生不适及异物感。"
1,码小点了，我买其他家的衣服这个码很合适，想换一件要加运费，算了吧，以后给娃穿吧，太薄了
-1,东西不错   信赖京东   活动买的  以后还回来
1,衣服还可以，就是不太喜欢上面字母上的亮片，自己给抠了哈哈
-1,天气转凉，赶上京东搞活动，就购买了，因为是第三方卖家，发货速度比较慢，京东还是自营店配送效率高
-1,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好
-1,非常好一下子买了三件。非常好一下子买了三件。非常好一下子买了三件。
-1,衣服质量没的说，我和老婆一人一件，穿着特别舒适，大小合身，朋友都特别羡慕！
-1,衣服质量没的说，我和老婆一人一件，穿着特别舒适，大小合身，朋友都特别羡慕！
-1,非常习惯 颜色和图无差别，码数也合适，好评
-1,东西物美价廉，不错，是我喜欢的。快递也给力，赞一个。
-1,很好看，物流很快，颜色和图片一样，服务很周到，值得拥有，值得信赖
-1,不错的衣服，物流很快，服务很好！京东购物，值得信赖！
-1,物有所值，很是惊喜，还是在网上购物好，足不出户，省时，省钱，又省心。
-1,这件衣服很喜欢米奇图案，穿起来也很休闲百搭
-1,衣服材质跟自己想像的一样，也算物有所值了！洗了不退色，穿了刚合适！
-1,购买刚好是双十一，快递比平常慢了点，服务态度还是那么好，还是比满分
-1,衣服质量很好，值这个价钱，喜欢的亲们抓紧下手呦！
1,百世快递太慢啦杭州到绍兴用了一礼拜，有这么远吗，给个差评。
-1,买了两件，一件男生的一件女生的。尺码都很合适。穿着还挺好看的。很满意
-1,挺不错的，mickey字母上有亮片，没想到*能买到这样高质量的衣服，很满意！
1,衣服很好穿，穿起来很有型。但有一点不足。它里面那个黑色的怎么会掉？每次里面都不敢穿白色的衣服，不然总是掉了很多灰黑色的小毛毛。其他都可以，其他都很不错，都喜欢。
-1,喜欢这衣服，第二次购买相隔时间不够半个月哈，这牌子的衣服上学时就买来穿了?
1,这件衣服我就好说话了，拍出来的效果，我以为它是长款，一穿上，一伸手，衣服就往上缩了，不喜欢这样的
1,非常不满意，衣服都是烂的，卖家的态度也很冷漠，不给予理睬和解决办法。总之请大家买之前慎重！
-1,买了好多，留着慢慢穿吧，毕竟很便宜，质量还不错，喜欢的速度入手吧！
-1,面料和柔软，卖了好多次他家的衣服了，一如既往地好。
-1,衣服很好，很开心放假前能收到，快递小哥辛苦了
-1,物流还行吧，今天收到的，趁着搞活动买的，很实惠，这衣服很好看，感觉比较厚，不会很薄，京东配送员态度不错。
-1,OK哦！我反正觉得东西是非常不错的！快递大姐也是相当负责！
-1,衣服收到了，女儿马上就穿上了，合身，穿着舒服，非常愉快的一次购物。
-1,东西收到，很满意!!真的是超级好的卖家，解答疑问不厌其烦，细致认真，关键是东西好，而且货物发得超快，包装仔细，值得信赖!
-1,洗了还没穿，质量不错的，大小正合适，给个好评
-1,质量好！蓝色很漂亮，很喜欢上面的米老鼠，还会再来买！
-1,东西挺好的，挺不错的，满意，物流快点就更好了
-1,舒适，简单，大方，很满意的一次购物，连续买了两套
-1,衣服很漂亮，跟图片一样，没得色差，衣服的质量也不错！很喜欢！！！
-1,实物和卖家图片一模一样，无色差，很漂亮，码子刚刚好，153/44
-1,很漂亮，心仪已久，好不容易抢到，好开心！！
-1,多次购买该品牌衣服，每次都好满意，做工精细，款式新颖，穿上身好显气质，大爱！以后认夜准这家店，希望价格有更多的优惠。
-1,非常棒的一款T恤，买第三件了，而且这次超划算79元哦?
-1,吾浸淫京东商城数年，深知各产品琳琅满目。然，唯此宝物与众皆不同，为出淤泥之清莲。使吾为之动容，心驰神往，以至茶饭不思，寝食难安，辗转反侧无法忘怀。于是乎紧衣缩食，凑齐银两，倾吾之所有而能买。东哥之热心、快递员之殷切，无不让人感激涕零，可谓迅雷不及掩耳盗铃儿响叮当仁不让世界充满爱。待打开包裹之时，顿时金光四射，屋内升起七彩祥云，处处皆是祥和之气。吾惊讶之余甚是欣喜若狂，呜呼哀哉！此宝乃是天上物，人间又得几回求！遂沐浴更衣，焚香祷告后与人共赏此宝。人皆赞叹不已，故生此宝物款型及做工，超高性价比之慨，且赞吾独具慧眼与时尚品位。产品介绍果然句句实言，毫无夸大欺瞒之嫌。实乃大家之风范，忠义之商贾。
1,挺好看的 廓形的宽松版 在实体店试过 就是优惠券用不了?
1,姑娘穿上超级好看，显瘦，好好好好好好好，好极力
1,好好好看，很有特点，我很喜欢嘻嘻嘻。很宽大
1,质量很好，款式也漂亮，但是太肥大，只能换货，建议买家购买小一码的。
-1,好好好好好好好好好好好好好好好好好好好好好好好好好
1,衣服漂亮就是感觉质量一般，感觉白色都要被黑色染色了
1,cache涨价了不少，质量不太符合价格穿不了多久就起球
1,特好看，跟图片没什么差别，也挺厚实，适合秋冬穿。衣服穿起来也挺舒服的里头还有绒。
-1,颜色很漂亮，和照片上一样，穿上很舒服，喜欢，好评，哈哈
1,还可以吧，很喜欢那图案，就是袖子有点长。下次还会光顾的。
1,衣服质量还可以，就是袖子长了，不晓得穿了过后怎样
-1,衣服很合身，质量也很好，朋友见了都说好看，好评！
-1,衣服的质量很好，料子真心的不错。跟图片一样。非常满意
-1,衣服手感很好，很柔软，穿着轻便舒适，很喜欢
-1,衣服尺码标准。颜色很正。面料柔软。穿起来很舒适。大赞
-1,衣服尺码标准。颜色很正。面料柔软。穿起来很舒适。大赞
1,快递哥挺好的但收到的衣服太烂胸前花纹拼接在胸前不仅线头多拼接处乱七八糟很难看不知道店家在发货时看不看不知道是不是都这样还是我倒眉懒得退了就这样吧
-1,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好
-1,质量很好，很时尚，穿着也舒适，喜欢；物流很好，满意
-1,质量还可以 媳妇也很喜欢 大小合适 满5分 大大的赞
-1,发货迅速，物流给力，包装不错，套装做工细致，穿着舒适，还满意。
-1,大小合适，身着挺合身，面料和做工也很好，是正品，喜欢。
-1,收到了 质量不错 面料很舒服 款式也很不错 大小合适。
-1,质量不错，款式好，穿着很合适，物流非常快，赞一个
-1,质量不错，款式好，穿着很合适，物流非常快，赞一个
-1,客服服务态度非常好。商品质量非常不错。好评
-1,女朋友很是喜欢， 料也不错 以后还会再来的
-1,大小合适，料子穿上很舒服呢，挺喜欢！很好！
-1,不错的，衣服面料很不错的，店家推荐的尺寸的很合适，穿着很舒服，给个好评。
1,还不错吧，比在唯品会上买了好多了，唯品会上买的不合身，退货的时候还损失了20块钱，快递员收了十块的快递费，还有十块钱系统扣了十块，发了十块的**券。这样的平台还会继续用吗？损失20元后，只在京东购物了
-1,不错不错的，很专业的客服，推荐给我穿的还是很合适的，面料不厚，穿着还挺合适的，不热。
1,我每天早上都要运动的，想买一款适合运动的套装，店家给我推荐的这款，还是很适合的。
1,这款套装舒服又透气，特别亲肤，适合在夏天穿，版型也不错的，穿着运动的时候吸汗特别的好，很实用。快递神速！
1,收到了，店家发货还是很快的，收到的时候我就打开了，打开都检查过了，还是很满意的，没有多余的线头。
-1,呵呵。商品这么快就到了，还不错哦，下次还来你家
1,我穿着这款xl还挺合身的，店家很专业的，再搭上一款小白鞋，女生也可以酷酷的，不错的。
-1,很喜欢漂亮，穿着舒适大方得体、朋友都说好看
1,做工也不错，穿上还显瘦，老公也说很好看。好评。
-1,衣服质量不错，做工很好，面料不错，穿着很舒服
-1,质量不错 款式好看 码数正好 穿上很舒服 卖家包装结实 发货快 很喜欢
1,已经购买了好多次了，每次都能让人满意，很喜欢这款随性，舒适又不失潮范儿的搭配，真心百搭呢，质量也是没话说的，发货也超快的，赞赞赞！！！很漂亮的衣衣，与描述的一样，上身效果好，特别显瘦。是户外锻炼最佳的选择，购物成功，我们一起出去玩，都是满满的自信啊
1,简洁大牌的一款运动衣，很庆幸自己没有选错。朋友在别家拍了一件便宜的同款，和这件质量完全不一样，最爱的是腰间的收腰设计，可以遮住肚子赘肉。穿起来超级显瘦，面料也亲肤透气，大爱，和描述的一样，总之很满意。新款会继续关注的
-1,没想到这么便宜的价格，能买到这么好质量的衣服，质量也很好 ，摸起来很舒服，很满意的一次网购！
-1,真是物美价廉，质量是没挑的，有动心的可以大胆的下手
-1,洗衣机洗了两次啦 一点不起球这件衣服确实性价比较高 值得购买
-1,质量实在是太好了 包装特别精致 这个价钱值了，
-1,衣服收到了还不错，这个价钱买到这样的已经很值了
-1,衣服质量很好，而且物流好快啊，很喜欢。希望不会起球
-1,料子不错。不会起球，刚到就洗了也不掉色，不错
-1,因为前段时间太忙，没有评价，非常抱歉，现在只能追加评论了。衣服不错，不起球，很适合这两天穿，很好看的。赞?
-1,衣服收到啦！质量很好，穿的挺合适，面料也很舒服，这个价格也值
-1,宝贝非常不错，面料做工都好，无异味，无线头
-1,物流速度很快，衣服也比较合身，质量还是不错的。还会再次购买
-1,质量很好，已经买了好几次了，都是帮朋友买的。好评了。
-1,衣服描述的一样，质量很好，妈妈说穿着很舒服，喜欢的赶紧下手哦！快递也不错，送到家门口
-1,质量不错，穿着很舒服，也很合体，全五分是必须的。
-1,质量不错，穿着很舒服，也很合体，全五分是必须的。
1,衣服真不值这个价格，太贵，衣服穿上跟秋衣秋裤似的，还不如秋衣秋裤布料好，卖家服务态度也不是很好，沟通问题一下就急了，也怪自己趁孩子睡着买的太急。将就着穿吧，大家引以为戒！
-1,真没想到这个价钱能买的质量这么好的衣服，太喜欢了
-1,收到衣服以后觉得这个价买到的衣服太值了，五分好评。还会再来
-1,给我侄女买的，大小刚好，质量也不错。美美哒
-1,帮朋友的女儿买的，朋友说不错，上身效果不错。
-1,衣服质量很好，面料是棉的，是一次很好的够物
-1,衣服质量挺好的，洗了后也没有缩水。物流也挺快的，又下了一单。。。
-1,物流快，颜色很喜欢、大小合适，尺码标准、面料舒适透气，好评。
-1,衣服收到了孩子穿着很漂亮，很喜欢，面料也不错。
-1,质量很好，线头几乎没有，洗了洗也没有褪色，穿着刚好，好码也正好，总之衣服不错哦。嘿嘿
-1,衣服穿上了，很舒服很显白，还很便宜，喜欢的赶快购买吧！
-1,这衣服很好，颜色、尺码都很准，给你全五星好评！
-1,衣服穿着刚刚好在家穿感觉宽松舒服 喜欢的别犹豫 这么便宜
-1,质量很好。没有色差。码数也足，这个店铺很靠谱
-1,衣服不错，发货很快，质量很好，没有色差，穿上很舒服
-1,衣服收到了，穿了几天才来评价，衣服真的很好，穿上又舒服，
-1,布料还可以 穿着舒服 给妹妹送的 她很喜欢 ，么么哒  下次在来 谢谢了 店主
-1,衣服挺满意 跟图片上几乎一样 ，面料穿的很舒服 这个价格很值得 给妹妹买得  她开心的要死 。值得推荐给大家买
-1,店主当天就给发货了 衣服已收到 穿得美美的 这个价非常值布料好 不贵
-1,很开心的一次京东购  相信京东 值得信赖 ，衣服面料很舒服 看起来高档 只要是穿着舒服
-1,宝贝收到了，物流很快，拿到就迫不及待的换上试了试，穿上刚刚好 面料很舒服 值这个价  可以给大家推荐一下
-1,大小合适 刚刚好 布料是棉的很舒服 ，上身效果很好
-1,宝贝已收到，很合身，穿着很舒服，下次还会光顾
1,衣服收到了，面料柔软，穿着修身显瘦，给妹妹买得，每天穿着跑步，非常舒服，值得购买
1,这衣服码数偏小，买那码数都小了，看来该减肥了。
-1,衣服买回来后，大了一个号，正在调焕的路上，商家服务很好！
1,颜色差别特别大，质量不好，那些评价都是骗人，想买的朋友三思
1,今天收到货了做工不太好，衣服有爆线懒得退了，洗了也有掉色，感觉不值这个价，有点失望?这一颗心是给快递小哥的
1,一下水一盆水都黑了，早知退货。那些人怎么评价的好呢，还有说不脱色的，难道有几种产品。
-1,给快递小哥点赞，下班高峰期冒着大雨?送货上门！！！
1,不是棉的，做工很粗糙，在京东最不满意的一次购物
1,质量差，纯化纤的，穿上很闷热，还掉色。很坑的一次购物。
1,收到了，还可以吧，裤腿太择吧，还有点兜腿，上衣还行。
-1,这套衣裤颜色正，大小合适，穿上舒服。比在实体店买着还合适，不用再加工了
-1,做工细致，面料好，穿着舒适，合身。值得购买。
-1,颜色不错，穿起来很合身，快递态度也好，不错的选择
1,有色差，不是图片上我喜欢的颜色，收到的是橘黄色！??
1,收到就迫不期待的打开看看，穿上感觉有点不舒服，本来想退的，谢谢想了，其他就不想说了
1,裤子洗过水了严重掉色，而且两条裤腿长短不一，还一个肥一个瘦的，看图片是小脚裤的，收到了是小直筒的。做工粗糙线头多。和图片差远了。坑啊！这是最差一次购物啦！
-1,衣服收到了看着还可以，版型不错，快递服务很好给满分好评吧！
1,东西收到料子很差，很失望不打算穿了，而且颜色差别也大，真心的很失望！以后不会在买了！唯一的好处就是快递小哥服务好，送到家门口的，这几星给快递员。
1,质量很差，料子特别不好，、想退货也不理！下次不会再光顾了！
-1,大小合适质量上乘穿着舒服凉快给朋友又买了多套
-1,衣服已经收到，大小正好，只不过料子不是产品的很少
-1,宝贝收到，穿着很好，我喜欢，我还介绍朋友去买了呢
-1,差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差
1,商家态度恶劣，退货回去五天还不办理退款，还和客户开骂战，网购了这么久，第一次遇上这样的商家，差差差差差评
1,很合身就是料子和做工不太理想，颜色个图片不符，有点小遗憾
1,这个料子不太舒服，虽然价位不高，但有点失望！
-1,植物，嗯，物流特别快，快递小哥服务好，对菜品特别美，下次下次还要购买
-1,量不错，尺码正合适，上身很简单大方。衣服做工细节很精致。
-1,面料不错，质感很好，做工好，款式也好看，没有色差，很合身。
-1,卫衣穿着休闲舒适，很好看，大小合适，好评满意。
-1,物美价廉，上身修身，按描述的尺码很合身，一次买了两套一套给妹妹她也蛮喜欢的全五分好评！
-1,发货很快，颜色、质地很好，总体来说不错，继续支持!
-1,宝贝很好，特意穿了才来评的，洗了一下不掉色，穿上很舒服，推荐给大家喜欢的赶紧入手吧
-1,质量不错。颜色美图片那么亮。 不错上身效果还是挺不错。
-1,刚下单的时候挺担心不好，宝贝收到了，颜色没色差，也很舒服；试了下同事也要买一件，满意
-1,平时很少在网上买衣服。这次觉得这衣服这么好而且价格也便宜
-1,衣服收到，试穿了一下，不错呢，没有色差，是纯棉的，质量还不错，好评！ 好评
-1,衣衣收到了，没有色差，布料很好，穿着非常舒服，很修身显瘦，客服态度非常好，快递非常给力，三天就收到了，总之是非常满意的购物！
-1,宝贝收到，还不错，穿着刚好，和图片是一样的，好评。
-1,宝贝收到了，朋友都说很值，很上档次，质量不错，物美价廉，满意！
-1,新潮 大气 时尚 很满意 尺码很标准的 特别好的衣服。是正品，质量不错，穿起来显气质，很喜欢
-1,摸着布料很好，颜色也很正，价格也合理，物流速度也很快，包装也严实，特别满意的一次购物。
-1,美爆啦！非常满意，然后质量也很不错，快递大哥服务态度也是一流的！
-1,太漂亮了，又显瘦，朋友们都说好看，价钱又不贵，下次再来
-1,宝贝质量非常好，穿上很合身，我非常喜欢，好评
-1,衣服跟店家描述的一样。物有所值很好。很满意的一次购物。下次还会再来的。
-1,衣服在质感非常好。穿上去高端大气很显瘦。包装也很用心。非常喜欢。
-1,发货速度快 质量好 摸起来很柔软 穿着合身 值得购买
-1,衣服很好，与原图一样，做工也很细，没有线头，大小也很合身，尺码很标准
-1,很愉快的一次网购，衣服很合身，料子也不错，很满意。
-1,衣服质量非常好，快递也很快，很满意的一次购物，以后还来
-1,买了几件都很漂亮，卖家服务态度也不错，赞一个，还会再来的
-1,和图片完全一样，物流好快。款式简洁面料新颖，非常喜欢
-1,服装款式很适合我，值得信赖的是卖家的服务，有大牌风范，注重信誉。客服服务热情，对提出的问题积极解决，给人感觉很温馨，谢谢
1,尺码有一点小，刚好合身，就不知道会不会缩水，要是不缩水就很好。
-1,收到了，质量满意，款式时尚，穿上效果很好，下次还会再来的。
-1,质量很好，样子也很漂亮，很时尚。挺满意的一次购物
-1,收到了，质量满意，款式时尚，穿上效果很好，下次还会再来的。
1,收到实物和图片一样，做工也可以，就是腰围大了一点，总体来说还是可以的。
-1,裙子颜色很漂亮，穿上很显年轻非常显眼靓丽，好喜欢这件
-1,上身效果好，不显胖。发货超快，快递也很给力喔！值得！
-1,宝贝非常好，跟电脑上一样没色差，穿着真漂亮。
1,舅妈穿起来超赞！衣服料子舒服！薄薄的凉凉的不会贴身！穿起来有型！和描述一样的！物流给力！
1,衣服收到了，大小合适，上身效果不错而且不透，值得推荐。
-1,衣衣很漂亮 妈妈很喜欢 上身洋气 有秋冬款还会光顾
-1,收到后试了下，很合身，衣服做工不错，质量非常好，性价比非常高，发货速度也快，卖家服务也很好，必须好评！
-1,宝贝到了，试了下很合身，卖家推荐的刚刚好不起球不掉色，下次继续光临。
-1,衣服质量很好 而且穿在身上很舒适 店家服务很到位 发货速度很快
-1,衣服很漂亮，穿着舒适，物流也超快，以后还会再来！
-1,衣服质量不错，满意，客服服务周到！五分好评。
-1,衣服质量很好其实物超所值！穿上有形有格很喜欢
-1,非常好哦 穿上合身 很舒适 包装也很不错 相当满意 推荐！
-1,质量很好哦，版型也喜欢，物流也快，服务态度也好，满意
-1,衣服收到了 评价晚了点 不好意思 裙子很漂亮 好
-1,一开始买的一个颜色不是太好，又换了一个，店家服务很周到，好评。
-1,衣服面料很不错，看起来挺高档的，穿上身的效果也很好！关键是商家超级有耐心帮我解决问题，不拖拉，讲信誉。一定还会再来买他家的！
-1,质量不错，款式也可以，就是袖子有点短，快递也给力，给个好评。
-1,很不错的一次购物，货真价实，下次需要时还会买
-1,已收到，质量很好，大小合适，没有色差，店主服务态度很好，发货很快，搭配很好，物流很给力，给5分。
-1,已收到，质量很好，大小合适，没有色差，店主服务态度很好，发货很快，搭配很好，物流很给力，给5分。
-1,发货速度很快，包装很牢固，做工不错，这个价格买到很划算了，性价比高
-1,商家发货快，服务态度好，款式很漂亮质量也很棒，买得划算。
-1,最近太忙了，确认晚了，东西是很好的，货真不错。。
-1,物有所值，没有色差，朋友都夸我挺会买衣服的 非常满意！！
-1,价格实惠，质量颜色什么的都非常满意，所以好评是必须的
-1,来晚了，衣服很好，不褪色也不掉色，和图片一样穿着舒适的感觉不错。物流商家都很好
-1,刚收到衣服，很合身也很洋气，同事都说好。物流也快。给了全五星。
-1,衣服质量非常好，做工很细，没线头，本人非常满意的一次网购，大家可以放心买 满意
-1,喜欢的朋友们赶紧下手吧，真的很划算哦！真的是一次很愉快的购物，还会再来的！
-1,非常好的宝贝，包装高端大气上档次，做工非常好！大爱！
-1,宝贝收到，太喜欢了，和我想的一模一样，面料也很舒服，没有色差，姐妹们快下手吧！
-1,质量很好啊，款式非常喜欢，喜欢的亲们不要犹豫了，赶快下手吧！
-1,宝贝收到了，挺漂亮！面料非常好！值得购买！店家服务也很好！
-1,太喜欢了，是我喜欢的款式，穿上老公看到说好看，大爱推荐给姐妹们了
-1,质量不错，衣服很漂亮，不错的卖家，以后还会来光顾的！
-1,收到了，质量不错，最重要的是物超所值，款式大方，和店家描述的一样
-1,东西收到了，颜色很漂亮，质量也不错，好评，棒棒哒
-1,质量很好，物美价廉，喜欢的美女们不要犹豫哦
-1,料子很舒服，物流也很快，和图片基本一样没色差
-1,衣服很好，颜色也很正，非常喜欢真是很愉快的一次购物 还会观顾的
-1,货超值，呵，下次再来。帮你做个广告，朋友们要的就要早下手了
-1,喜欢的衣服，还想买一件别的颜色，店家帮忙推荐几款衣服哦
-1,宝贝刚收到，包装挺好的，质量也不错，跟卖家描述的一样，没什么色差，物美价廉，喜欢的你赶紧下单吧，发货快，物流也很给力。
-1,宝贝不错，和实体店一样质量，不过实体店没有货了
-1,衣服收到简直是惊喜！面料上档次，版型做工一级棒！客服耐心推荐尺码合适，物流快。喜欢的姐妹赶快入手，相信我没错的。简直是捡到宝了。全五分必须的！！！
-1,"好质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物常让人满意，料子透气性不错，做工认真， 好评鼓励，希望越做越好，继续关注支持。"
-1,质量好的没话说，透气，很满意的一次购物，小姐妹也要买。好评
-1,收到衣服，试穿了一下，太漂亮了，柔软手感好、颜色相当满意，同事们都说好看，符合我的气质而且卖家发货速度快，物流很给力
-1,穿上很合身，没有色差，和卖家描述的一致，物流超快，店主服务热情，衣服的质量也很好，一次不错的网购
-1,非常好，单位同事都说好。质量好，款式好。物流好，包装好。总之一切都满意
-1,宝贝收到了，包装很好，质量也不错，主要是上身很有型，修身。下次会继续关注
-1,不错不错，衣服款式不错，颜色也挺好，下次再来光顾
-1,质量不错，价格实惠。 卖家发货很快，服务态度也好
-1,宝贝收到了，质量很好，客服也很不错，衣服杠杠的！
-1,额。衣服很好哦，价格很实惠，嗯，很实惠，嗯质量也不错。
-1,上身效果不错，妹妹看了也喜欢，穿上很舒服，物有所值，喜欢的美女快快入手吧！
-1,终于找到家好店，服务好，质量不错，下次有机会再来买。
-1,质量不错，版型很好，穿上很舒适，是我喜欢的，满意
-1,宝贝真的很不错，开始还有点犹豫，担心质量不好，可是收到后确实没让我失望！下次还会光顾的！
-1,宝贝收到了，质量不错，大小刚刚好合适，做工精细，客服人也好，快递很快
-1,衣服款式很好，料子不错。客服琴声服务很有耐心 非常满意
-1,店家服务很好，问什么答什么，从来没不耐烦的时候，就喜欢这种客服，收到的商品与网页描述一致
-1,质量太好了，超值，想入手的朋友，不用考虑了，真的值
-1,质量也很好，做工细致没有线头，物流也很给力
-1,宝贝很不错我很喜欢 涡流也很快 非常满意的一次网购 好评
-1,"早已收到了挺喜欢的，是自己想要的 ，尺码颜色款式都挺棒的　，穿着挺合适，，与自己看到的店内的一样好，包装到家没有破损 非常满意物流挺快的"
-1,物流速度很快的，收到的宝贝女朋友很喜欢，穿上很漂亮， 也很合身，很好！
-1,东西收到了，各方面都很好，物流也快，卖家服务很好，值得给5心好评
-1,非常满意 真的很满意 和卖家介绍的完全一样，很满意的一次购物， 朋友介绍的 非常不错！下次再来
-1,非常满意 真的很满意 和卖家介绍的完全一样，很满意的一次购物， 朋友介绍的 非常不错！下次再来
-1,好评！帮一个室友买的 上身挺好看 然后其他三个也说要我帮她们定 喜欢的朋友赶快下手吧
-1,质量挺不错的，穿上非常合适，卖家服务态度很好。
-1,好评！帮一个室友买的 上身挺好看 然后其他三个也说要我帮她们定 喜欢的朋友赶快下手吧
-1,同事和朋友们看了纷纷投来羡慕赞许的目光，都问在哪里买的，我太高兴，太满意了！谢谢！
-1,很不错的东西，看着就非常上档次，高端大气，发货速度也非常快，服务态度也很好，总之 很开心的购物
-1,料子不错，快递给力，价格不贵，值得拥有，二次购买
